fips,107,11,12,68,15,106,21,108,26,104,105,38,44,103,101,51,48,49,55,56,57,60,63,64,65,66,67,69,73,74,75,78,102
1001,0.441585066,0.295248487,0.500134079,0.455195805,0.49629533,0.464459306,0.39850694,0.306726915,0.525380572,0.47155966,0.427668388,0.250958563,0.417602189,0.404760463,0.394989457,0.597172594,0.763566261,0.388427957,0.388222822,0.615251878,0.578972297,0.435147579,0.577065082,0.47011781,0.537660793,0.554055106,0.478829834,0.49352902,0.429018709,0.630603971,0.571228228,0.432726746,0.443379043
1003,0.344050005,0.427070524,0.573553654,0.534369433,0.418439145,0.458607397,0.593984014,0.489403513,0.465424121,0.49411841,0.600714223,0.390605148,0.520446427,0.458126262,0.263712551,0.527872664,0.891064855,0.497053038,0.512122986,0.457914156,0.541032081,0.550001305,0.435300792,0.493983139,0.49848588,0.540505673,0.48649299,0.603388361,0.429018709,0.525965336,0.585013853,0.447353805,0.6982571
1005,0.298873339,0.433455802,0.439213499,0.407599795,0.499613209,0.495484579,0.476615855,0.260311037,0.409299533,0.407504732,0.339093445,0.437655303,0.334033782,0.312389584,0.375370267,0.492244938,0.594552436,0.285018412,0.557972274,0.522920971,0.172569203,0.278126219,0.404845294,0.375870078,0.304921749,0.214319893,0.213214966,0.273145177,0.537022473,0.539675924,0.438904813,0.440437146,0.501233137
1007,0.426092646,0.526711927,0.495735362,0.444844042,0.415684906,0.40179829,0.3729762,,0.456610043,0.387228428,0.280747796,0.273706645,0.304306351,0.312389584,0.421545377,0.467218994,0.63928732,0.297781518,0.53710215,0.582157124,0.209711523,0.525563481,0.497938528,0.372917374,0.326210597,0.397301747,0.517750421,0.448699142,0.658730399,0.500209131,0.482808565,,0.422967629
1009,0.509205747,0.283483021,0.492388659,0.456131334,0.278898694,0.450427374,0.411391016,0.237354473,0.403507172,0.49411841,0.444228632,0.327263222,0.406371372,0.356445111,0.464245328,0.590045649,0.642794899,0.328074532,0.458235246,0.509542458,0.571683659,0.469387202,0.665215407,0.465108982,0.376614268,0.49861144,0.525725738,0.510077855,0.551673415,0.613431722,0.534538001,,0.482462274
1011,0.332082744,0.486502836,0.403890474,0.274791947,0.544582496,0.440549653,0.419595319,0.363992944,0.37568028,0.174840436,0.341867628,0.606462414,0.179777654,0.234684901,0.382119608,0.525510502,0.57237828,0.250780797,0.574704734,0.574974776,0.120655207,0.393649954,0.402536367,0.687087651,0.409450334,0.155466889,0.134789784,0.323320046,0.719974296,0.559825476,0.409681662,0.589791809,0.482462274
1013,0.260458526,0.429802376,0.423109521,0.381919171,0.515266493,0.495869177,0.552857348,0.369700022,0.437447043,0.29253785,0.266831907,0.311270894,0.280656065,0.234684901,0.347804167,0.558160024,0.57126095,0.31140347,0.47892429,0.467376619,0.493298032,0.346011691,0.45849063,0.468444235,0.406117629,0.314386491,0.383868666,0.314052206,0.608623051,0.566436209,0.44519782,0.487526279,0.501233137
1015,0.457629922,0.555453838,0.650588349,0.496857818,0.67697386,0.554511344,0.503531725,0.504209779,0.469903951,0.428294529,0.352960463,0.367889021,0.257307324,0.312389584,0.458354575,0.576816238,0.529538776,0.45472097,0.512122986,0.543373164,0.529286407,0.356970147,0.475582586,0.563528879,0.473226311,0.379111558,0.302446376,0.36925743,0.460936042,0.655443957,0.649148338,0.495077908,0.46319282
1017,0.369399848,0.508738911,0.531162352,0.392912896,0.491268776,0.437556775,0.558873603,,0.41714938,0.428294529,0.344641423,0.191330825,0.254362366,0.271969729,0.42432946,0.55053985,0.44795303,0.419318426,0.545444212,0.461057643,0.535647811,0.387896257,0.334322504,0.557745287,0.414470457,0.333292105,0.456175529,0.436328779,0.58520252,0.612043752,0.578970085,0.515327392,0.443379043
