fips,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,33,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,36,37,38,40,41
1001,0.5255201789255172,,0.52886740300272,0.5035467840928377,0.4120510174300551,0.4769747927846194,0.6134157217370512,0.36634876155008594,0.5476751566858953,,,0.4983159668199671,0.6548211027478958,0.5801746436092119,0.4504649251013891,0.4336579716353644,0.558825351283443,0.42248624136891494,0.5093978933371304,0.5312215926017217,0.5890780681210409,0.72568302801971,0.5820704332957037,0.6558267510221424,0.561128222544381,0.41941519911319247,0.3453712444714387,0.5584498523904596,0.6384584020299027,,0.6233832041615213,0.3391501523161779,0.4821097617873095,,,0.6058524476652103,0.5062172063206588,0.4238620863609099
1003,0.3605645760701884,0.42600705697066765,0.7233571385966512,0.48659419893710754,0.5383991875097628,0.5724998144900352,0.5695481787648615,0.5625044111900329,0.6200192856648493,0.5105346229666509,0.30925022339239394,0.5523873732201794,0.39822582798476,0.5003967738493404,0.3672414192614931,0.37632998760637937,0.6841347528374219,0.3901370894800055,0.5430444073001608,0.5923531479176648,0.491115153308408,0.5075015837183326,0.5697099413380474,0.29312030091630664,0.495548315959078,0.5341780422155417,0.36205712804072704,0.6700594969089959,0.40720900981093605,0.30720808125438986,0.47120511933240977,0.5530346000510046,0.45490667644499755,0.16996509851234265,,0.5747787972294188,0.6117151659884127,0.3452674213172582
1005,0.48620620424380284,,0.3482722979114382,0.2922220927683319,0.5038041064905511,0.5366929069169829,0.2354074380741942,0.4113722896920525,0.2935556869177396,,0.3372323134553973,0.26743513316089634,0.34267003736569096,0.5021763002315064,0.53530673297615,0.5189758530679303,0.4839827175031918,0.5101854789894712,0.5426777374778647,0.5366764790280161,0.4553053619937199,0.8543077970037848,0.5258208633951721,0.3749705864515559,0.354073593354623,0.4226732144791315,0.3541527697827086,,0.6384584020299027,,,0.3698278841008385,0.3906228636968646,0.5649353449395348,,0.6416812802527275,0.4757041244245075,
1007,0.3605645760701884,,0.3482722979114382,0.35496670168825034,0.3531390171513909,0.3419845801757876,0.4153405364148367,0.28485016673371366,0.3253435272608658,,0.3538970530486028,0.5523873732201794,0.6548211027478958,0.4054550271858887,0.5148706134387628,0.5855971533340345,0.46367499868734124,0.48090757623585084,0.508472210056487,0.5060379965473121,0.5854132117188051,,0.7516188144734949,0.393076724529202,0.6340257635052025,0.3135908004277842,,0.3142416721690265,0.5356945960343478,,0.3753079610575468,0.3804127702093307,0.2969044036106476,0.49208044451934974,,0.640049411030122,0.5621219764956498,0.5404882192740182
1009,0.4738812942254428,0.4088140839048999,0.3482722979114382,0.3643829448124718,0.28087788073070874,0.30651382017269746,0.5479399172441135,0.2496033139136681,0.3427301470796077,,0.342774567987827,0.6883951621541785,0.6548211027478958,0.5012702630737155,0.4569548883878511,0.35188994965579873,0.5666448614255011,0.4121748189826627,0.4973208852101549,0.4760637308978382,0.5100188505269252,0.8208201769455475,0.5064536820263708,0.5329562695171345,0.561128222544381,0.25623295630909326,0.3370854853967967,0.5139044227339148,0.6568475505138728,,0.38860423640748076,0.2641999138770363,0.4416421182999244,0.35917207479271573,,0.5266604192817129,0.4757041244245075,0.4185381306385067
1011,0.19542752030556595,,0.1847894628956769,0.3980245954892262,0.4350705711559298,0.16644092257077667,0.1550536531683378,0.18492915222256423,0.2596898519355616,,0.2897116145542164,0.18574913843204457,0.36074889918994385,0.05977970634010513,0.5492234645984463,0.5712960237602818,0.37365763408737795,0.5854921523506107,0.6019332627740945,0.483056536955813,0.36021386458499294,0.7586215679955027,0.7882275179076235,0.4093879645795491,0.5275418325737823,0.3480983971315402,0.5308920044678993,,0.6384584020299027,,,0.4363684993577892,,0.5935626035015049,,0.6429528680459276,0.6942562588980995,0.6387386236456857
1013,0.45033388143197456,0.6666443227826592,0.52886740300272,0.392200088851071,0.5488281282635306,0.5890303365788939,0.28927171173875715,0.481291043930988,0.35927678469293095,,0.31061905523010325,0.3587976547140575,0.3435133547766568,0.48002747747475544,0.4730901527962679,0.4922018920113385,0.4502499299864581,0.5116120962889491,0.5895962904804429,0.5257872930669603,0.491115153308408,0.7080515145973421,0.5360817036183734,0.37631969042060504,0.3802973098040362,0.47791354465352065,0.6177200924661136,0.3142416721690265,0.5792162478311006,,0.581275789154485,0.4726948578204145,0.4960686766484827,0.6014926047273519,,0.5734439889048398,0.4757041244245075,0.5553884460743169
1015,0.4989133057940238,0.5393011826572641,0.52886740300272,0.43333334012543606,0.5616294290488894,0.5611233759974378,0.436001835614985,0.4706223599363359,0.4249517828975086,,0.3674054099061582,0.4015924100137457,0.6548211027478958,0.5739484551757875,0.3344145103806645,0.4177574805510478,0.6104778132565926,0.41924032843971365,0.5872870528658923,0.4298324628418776,0.5197290769906464,0.4857869408790155,0.5467818021511087,0.4922404347407331,0.4649659284894366,0.5223573335230456,0.336607284949661,0.5584498523904596,0.6384584020299027,0.2757705566676524,0.4986517227870463,0.32926161943132515,0.2969044036106476,0.256393869474724,0.44096644289756454,0.6549124864810426,0.6117151659884127,0.5082441268081671
1017,0.4989133057940238,,0.52886740300272,0.4433656742136165,0.3920178396262478,0.4027353703338714,0.32347534240254155,0.38525810808667676,0.32553768101021197,,0.37535968569262806,0.3290757334298982,0.6548211027478958,0.5726430124776475,0.4397427656255492,0.5613503935522127,0.5069331984157414,0.48133553593420125,0.6073497803028696,0.4348855346080022,0.491115153308408,,0.3568116005682628,0.4449036299326596,0.40745698770371713,0.4176660940303166,0.5192221716502244,,0.8787144353650012,,0.5557734318459632,0.3492032390892165,0.3906228636968646,0.530606933299575,,0.512861469323778,0.4757041244245075,0.48662043842859787
