fips,Communication,Economy,Education,Food and Water,Government,Healthcare Delivery and Public Health Services,Housing,Nurturing and Care,Population Well being,Transportation,Engineered Systems,Natural Systems,Preparedness,Deprivation,Inequality,Vulnerability,Social Cohesion
1061,0.476390088,0.372734218,0.427801602,0.548884495,0.520557694,0.470215445,0.567850257,0.349590241,0.340411489,0.306918414,0.490726544,0.315752646,0.605295189,0.405598342,0.400875175,0.44993894,0.512748015
1063,0.148259197,0.2333749,0.375828713,0.441223951,0.600297335,0.400707247,0.496638082,,0.313067058,0.560900423,0.49796313,0.40475244,0.422967629,0.253899516,0.298960482,0.451094756,0.473628967
1065,0.311858224,0.274046684,0.351659786,0.471546112,0.597795659,0.36727771,0.489994939,0.588932513,0.253305225,0.442177772,0.415111421,0.401711358,0.443379043,0.320378337,0.313204095,0.42703733,0.539369864
1067,0.476390088,0.440720263,0.334711509,0.472894283,0.562270864,0.434567267,0.524449637,0.438261608,0.397911778,0.198413964,0.494323098,0.361272358,0.519544993,0.415460254,0.4385807,0.475336587,0.393225671
1069,0.476390088,0.5610082,0.34290699,0.527149366,0.447482715,0.538159255,0.563861529,0.213222541,0.40113713,0.290581086,0.568411944,0.333944058,0.519544993,0.478526754,0.363874291,0.489347895,0.52691047
1071,0.311858224,0.414646552,0.475045813,0.50231877,0.615942434,0.434914288,0.525563978,0.202830441,0.293424778,0.335432251,0.526213567,0.494024215,0.554925679,0.439429473,0.469272339,0.489749753,0.454125811
1073,0.476390088,0.567784324,0.395406598,0.575956925,0.612981654,0.5735926,0.490266339,0.376400955,0.392328965,0.370998718,0.571385336,0.443165813,0.727359887,0.483745913,0.270774405,0.533656088,0.621216069
1075,0.476390088,0.385142062,0.375570412,0.478447908,0.520865726,0.36421137,0.575896594,0.472217274,0.299382246,0.409789573,0.536752053,0.44688282,0.519544993,0.362394229,0.260306191,0.442651787,0.507530158
1077,0.476390088,0.509365041,0.429353524,0.547677212,0.463993476,0.51306001,0.538598718,0.424465996,0.385051704,0.381462905,0.523665428,0.489754116,0.443379043,0.480574529,0.382288436,0.506880335,0.514198779
1079,0.311858224,0.339762695,0.411221109,0.475654652,0.384861972,0.407614654,0.469629896,0.29760505,0.31778609,0.306918414,0.430137665,0.483047936,0.482462274,0.458941034,0.626180371,0.498312366,0.500402612
1081,0.476390088,0.443712203,0.491262219,0.4889758,0.362890944,0.531131712,0.490365907,0,0.461191334,0.5119243,0.528135976,0.414338957,0.46319282,0.562821443,0.316780947,0.62477561,0.507488003
1083,0.476390088,0.461527271,0.446055403,0.504037904,0.438917698,0.48769441,0.487645926,0.257689455,0.46348058,0.306918414,0.552692683,0.489744321,0.482462274,0.499869381,0.480906115,0.507558266,0.445601396
1085,0.311858224,0.238456342,0.323720204,0.400000681,0.603026338,0.391420535,0.361049696,0.521265233,0.213412705,0.27236923,0.547823032,0.385598038,0.401895782,0.301296619,0.222383812,0.462902765,0.533373395
1087,0.311858224,0.199782874,0.378813087,0.450689457,0.682894898,0.421794396,0.486022649,0.531178429,0.25579735,0.646659046,0.508799517,0.396039194,0.482462274,0.348427875,0.302511866,0.502718808,0.521353984
1089,0.641530679,0.575895049,0.404540812,0.540630367,0.84262945,0.568838769,0.555142892,0.302958463,0.49419682,0.381462905,0.604521961,0.492210095,0.46319282,0.555246134,0.408358986,0.567834746,0.514839138
1091,0.311858224,0.447359659,0.533434048,0.417926494,0.554976806,0.452217311,0.487674102,0.399163183,0.290673286,0.409789573,0.408755563,0.373614888,0.422967629,0.379141768,0.298960482,0.420847497,0.578977432
1093,0.476390088,0.412336533,0.382976804,0.430556541,0.470232214,0.461149725,0.518327997,0.461428748,0.304021693,0.348090908,0.519323555,0.461027803,0.501233137,0.445852083,0.427193326,0.420717601,0.533557859
1095,0.476390088,0.494513282,0.457451282,0.554259151,0.483278616,0.410088673,0.510277206,0.459962818,0.329793256,0.348090908,0.502623506,0.482161669,0.588834438,0.448975384,0.37859191,0.486149611,0.628449192
