fips,Communication,Economy,Education,Food and Water,Government,Healthcare Delivery and Public Health Services,Housing,Nurturing and Care,Population Well being,Transportation,Engineered Systems,Natural Systems,Preparedness,Deprivation,Inequality,Vulnerability,Social Cohesion
18001,0.476390088,0.507815526,0.560948957,0.404235252,0.311022932,0.47240902,0.371757905,0.439511193,0.529812972,0.456642248,0.589870722,0.560526169,0.501233137,0.478752172,0.707459183,0.492925762,0.634078537
18003,0.641530679,0.587497436,0.475180209,0.527336638,0.528511326,0.52853002,0.538979719,0.451892264,0.55846626,0.391375847,0.580122392,0.568009565,0.482462274,0.521100318,0.508322321,0.548197584,0.512644009
18005,0.476390088,0.565618003,0.357980701,0.565528048,0.533024784,0.531537563,0.536736016,0.461802008,0.514727751,0.370998718,0.552041323,0.573885048,0.380088658,0.520419194,0.512270355,0.534414971,0.441022633
18007,0.476390088,0.538973764,0.598997803,0.51299709,0.376888891,0.439538823,0.526398389,0.567299128,0.452233264,0.527707227,0.510484774,0.60779688,0.537432386,0.573491039,0.778662561,0.469388312,0.558095668
18009,0.476390088,0.488107893,0.516061417,0.587674067,0.483672124,0.47134016,0.543402041,0.627449507,0.422385339,0.391375847,0.515314092,0.56586093,0.501233137,0.405148556,0.52416236,0.446934877,0.490088226
18011,0.641530679,0.615422739,0.536208108,0.507017573,0.245600568,0.604537385,0.42793743,0.52077573,0.577691856,0.370998718,0.496585552,0.588103575,0.501233137,0.635946627,0.195246798,0.554720576,0.45639162
18013,0.476390088,0.471107928,0.561852613,0.517250738,0.109252469,0.459532562,0.432658648,0.463301512,0.583791239,0.409789573,0.533694444,0.580835495,0.46319282,0.507030338,0.54816512,0.562770308,0.487607086
18015,0.476390088,0.486655398,0.537244454,0.472028958,0.313187516,0.422381483,0.558159987,0.40771686,0.544163234,0.434551017,0.530178152,0.595621835,0.46319282,0.542843023,0.634577315,0.534822985,0.428438922
18017,0.476390088,0.454849702,0.468301421,0.51716851,0.395388492,0.492519328,0.50359332,0.590976363,0.474299669,0.456642248,0.456765817,0.589747535,0.46319282,0.457339875,0.564332132,0.49351292,0.490402563
18019,0.476390088,0.52224307,0.443911481,0.588428561,0.538221211,0.478613759,0.502132973,0.48302278,0.479815602,0.391375847,0.595354807,0.570028516,0.519544993,0.535790359,0.64724121,0.535323036,0.455596073
18021,0.476390088,0.452447868,0.476421393,0.51559429,0.482803752,0.462506415,0.524034869,0.348818926,0.451278205,0.381462905,0.460363645,0.599982209,0.537432386,0.508794056,0.765109573,0.493767997,0.450820185
18023,0.476390088,0.489441536,0.491304747,0.535668834,0.352081547,0.478373775,0.468440742,0.446332648,0.502860574,0.409789573,0.509119,0.589793959,0.443379043,0.485243832,0.68142166,0.474992511,0.480288567
18025,0.311858224,0.369499743,0.466748926,0.438960588,0.467052254,0.337706167,0.487753636,0.531408857,0.406994767,0.348090908,0.462747913,0.583231123,0.537432386,0.403455408,0.576545798,0.469503344,0.398632125
18027,0.476390088,0.524210327,0.481827137,0.432691819,0.353030482,0.432554982,0.483406716,0.588184166,0.433531543,0.52256411,0.550312206,0.600627759,0.519544993,0.471803106,0.63878944,0.477975498,0.634716471
18029,0.641530679,0.530733124,0.47791925,0.48699211,0.357126176,0.52145353,0.44071464,0.363664438,0.554638002,0.449534444,0.546028173,0.553007396,0.537432386,0.588218474,0.716216961,0.542250676,0.517996194
18031,0.476390088,0.57669225,0.544602209,0.508407684,0.340220713,0.49370438,0.501053284,0.496255612,0.53377616,0.42662998,0.448757887,0.565489783,0.422967629,0.516558721,0.588836388,0.509691088,0.483040631
18033,0.476390088,0.547529831,0.439819045,0.494488174,0.308600753,0.474567682,0.440908868,0.637665187,0.489821883,0.470183978,0.581356211,0.569229653,0.46319282,0.520221354,0.725014687,0.503947362,0.455523353
18035,0.476390088,0.469353978,0.520654259,0.502640259,0.49552203,0.556973671,0.5535308,0.548148772,0.438417058,0.640214746,0.509873095,0.567327608,0.501233137,0.476868862,0.427193326,0.530281109,0.488031883
18037,0.476390088,0.637648029,0.449851012,0.60572607,0.336293548,0.582188962,0.527681873,0.639094707,0.599401119,0.456642248,0.574535428,0.595684197,0.482462274,0.615531021,0.613652585,0.533571385,0.476247446
18039,0.476390088,0.522087314,0.45523053,0.507817535,0.199313078,0.495048511,0.419948769,0.448112352,0.539584403,0.517305213,0.503885879,0.589004262,0.401895782,0.440316277,0.508322321,0.50333346,0.520835632
18041,0.311858224,0.455550068,0.450364368,0.499733729,0.482203865,0.455344245,0.470158234,0.676339465,0.333139502,0.470183978,0.501448449,0.559190621,0.46319282,0.393185667,0.528142447,0.457239167,0.49892521
18043,0.476390088,0.574787783,0.486744412,0.610916569,0.477360091,0.498345669,0.531122913,0.423361068,0.464902184,0.370998718,0.587195961,0.573076162,0.46319282,0.531158219,0.560277825,0.538288827,0.506698546
18045,0.476390088,0.486724889,0.485551773,0.49037314,0.442728443,0.414183769,0.533042836,0.572291913,0.465804692,0.547230626,0.405053319,0.606157879,0.380088658,0.488765228,0.668533205,0.482461414,0.432822795
18047,0.311858224,0.470173222,0.450725781,0.532942646,0.248093804,0.428829876,0.451477128,0.517173391,0.498243605,0.463519895,0.514376688,0.556727145,0.572051729,0.508825601,0.580634063,0.537180943,0.49515824
18049,0.476390088,0.497643991,0.461512162,0.455343669,0.337015796,0.48623384,0.522849029,0.536707138,0.455099252,0.48292907,0.527348122,0.589970564,0.482462274,0.478182736,0.560277825,0.488508534,0.440771006
18051,0.311858224,0.512847432,0.546786357,0.520299233,0.414554729,0.494244487,0.528829826,0.577636213,0.520154133,0.449534444,0.399992243,0.598391354,0.572051729,0.574206787,0.584730913,0.509573338,0.457481684
18053,0.476390088,0.463382662,0.47088536,0.478157447,0.576253906,0.504356484,0.523118748,0.514974977,0.418640029,0.57802131,0.542976031,0.575080079,0.537432386,0.454212087,0.520190339,0.498034036,0.474617626
18055,0.311858224,0.459562884,0.493158141,0.53545499,0.463816871,0.443719587,0.561256587,0.579518043,0.44622151,0.476649289,0.448461193,0.597683077,0.519544993,0.46956506,0.560277825,0.487727802,0.496753413
18057,0.807125398,0.713090483,0.463432764,0.572148674,0.168552792,0.672156443,0.419326012,0.398263356,0.731157884,0.348090908,0.704734435,0.579625361,0.537432386,0.706530938,0.528142447,0.604492156,0.478149886
18059,0.641530679,0.555814464,0.473445227,0.411609593,0.3216977,0.540019233,0.439947175,0.435993773,0.51921697,0.381462905,0.664805564,0.574601803,0.501233137,0.609850113,0.63878944,0.544977886,0.446620652
